"DOY","nwis_01480617","nwis_01480870","nwis_01493112","nwis_01548303","nwis_01608500","nwis_01611500","nwis_01632900","nwis_01645704","nwis_01646305","nwis_01648010","nwis_01649190","nwis_01650800","nwis_01656903","nwis_01673000","nwis_02101726","nwis_02110500","nwis_02160105","nwis_02160700","nwis_02203655","nwis_02217643","nwis_02266200","nwis_02266300","nwis_02336152","nwis_023362095","nwis_02336300","nwis_02336313","nwis_02336410","nwis_02336526","nwis_03067510","nwis_04121944","nwis_04121970","nwis_04125460","nwis_04136900","nwis_04137005","nwis_04166500","nwis_04176500","nwis_04213500","nwis_05435943","nwis_07075250","nwis_07075270","nwis_07143672","nwis_07177500","nwis_08052745","nwis_10133980","nwis_11044000","nwis_11273400","nwis_14206950"
11,-1.08046458994232,-1.27012288165629,-0.749979031447768,-1.52765580879713,-0.649206972937023,-1.1355289938036,-0.817477316542226,-0.309732581009118,-0.422303767404722,-0.874170495022703,-0.539565694498614,-0.58639290376935,-0.427869721158906,-1.01824565721207,-1.53708462416868,-0.92100810170006,-1.21389507538461,-1.13547273692916,-1.3768863748515,-0.620468987478665,-0.335776214481092,-0.706018153157847,0.300563633987371,-0.705638214826615,-1.43526931406805,-1.33914093411665,-0.791736885558285,-0.781989274607402,-1.00785132034981,-1.08408861346702,-1.2800527828216,-1.28216219888773,-1.28753315626419,-0.98384905070545,-0.755198582149754,-1.08175474033089,-1.20595509801523,-1.09495965337321,-0.887553596079109,-0.434793344985471,-0.965734466116331,0.206606863406419,-0.00148206775746985,-1.24459171636572,-1.25368867003157,-1.18495423175805,-1.16149320773009
12,-1.06507565010412,-1.26119445501615,-0.839899482241631,-0.777257529875219,-0.221359176187188,-1.1016959923068,-0.67680225323025,-0.491873312413384,-0.586372905132441,-0.901225362792543,-0.571696700814626,-0.78931549992765,-0.364657540285597,-0.767002088677068,-0.941981060530143,0.896390993345335,-1.11879160717183,-1.05937110515054,-1.37311204652132,-0.516320935670065,-0.406581903361968,-0.0204752288401818,-0.620918525822646,-0.39932516149417,-1.48094619909063,-1.30744448899492,-0.927558583995066,-1.18645549994738,-0.94203331491472,-1.13891940793772,-1.10148886794534,-1.21733216923335,-1.26013790409331,-1.00087497928602,-0.778661593411742,-0.872674916955461,-1.32922357531827,-1.08241788540347,-0.68376264874864,-0.514776292304552,-0.910383973101618,-1.23268231301824,-0.71129262319748,-1.30883376031867,-1.09334117316353,-1.19287223621647,-0.855725101686843
13,-1.04867807014345,-1.25119660563366,-0.782285459923118,-1.292821543115,-0.839515974758879,-1.00592254907129,-0.447944566401709,-0.249683800027611,-0.408399254342394,-0.868192037591743,-0.64172118229146,-0.623303457639997,-0.344515848434071,-0.629075299044177,-1.19746909040657,-0.950319403068028,-1.16378097352875,-0.984950868059294,-1.38825379296536,-0.521200489899536,0.1694774687322,-0.752938060331542,-0.707718081318698,-0.398520950346899,-1.39479785258745,-1.23882221408341,-0.868611211283689,-1.16670538656909,-1.04726345897983,-1.09018053724562,-0.951715626564933,-1.17189534592921,-1.27625041561259,-1.05401783688001,-0.615119747787494,-1.18688562244693,-1.33618755164145,-1.1157988330377,-0.987061843508618,-0.624586514521582,-0.873068213598759,-0.752630185106937,-0.258200392644786,-1.21706472609048,-1.28743827100114,-1.05073720717572,-1.27940474579061
14,-1.031290821018,-1.2401487087387,-0.839004983018601,-1.56436318383954,-0.831131400279145,-1.07566103139615,-0.675222008189125,-0.179901922845114,-0.602343697709383,-0.831450704364937,-0.49154124489801,-0.742324396493279,-0.570577229549501,-0.518962588374298,-1.28243000746384,-0.748611209894692,-1.09575637107927,-1.13426974032644,-1.35961112120778,-0.454680337886491,0.0770818035396743,-0.752101954937764,-0.827879937320011,-0.697190717760547,-1.45539634190634,-1.14399815779196,-0.954408712220708,-1.10323747478556,-1.05777969565144,-1.1229748135701,-0.969152140174342,-1.21073736736258,-1.26922127584211,-0.972663221638471,-0.696765090568288,-1.20385198457573,-1.62274477283587,-1.11125898009505,-0.7817072569046,-0.781086708929935,-0.81104974200024,-0.395516342607224,-1.20656755604519,-1.18710479682608,-1.2089933675299,-1.25115914617071,-1.18025199505657
15,-1.01293287368544,-1.2280701395612,-0.83167403451407,-1.37901298788398,-0.912719089062654,-1.17892867362989,-0.505516143356598,-0.196788200383896,-0.535342019744133,-0.815527252461384,-0.440663953739277,-0.521293550328773,-0.459901356731609,-1.10284552450008,-1.61350490747034,-0.84153281347639,-1.02980122867859,-0.962607246396242,-1.40177508562614,-0.428267036212234,-0.382803038107791,-0.777707151640722,-0.849793350256649,-0.689886949816237,-1.28545338943895,-1.22017867434791,-0.972848960933463,-1.11134808812685,-1.0434097512654,-1.13867295899436,-0.829404995276027,-1.17632192314741,-1.26477239064323,-0.909911579455498,-0.609689184125466,-1.1790916286442,-1.4997635604857,-1.11584040542307,-1.07565804743109,-0.666313644451448,-0.972122033984002,0.0902562567560509,0.326399610343919,-1.16614958439758,-1.15478526099577,-1.23573484011075,-1.15926222073479
16,-0.993623199103437,-1.21498027333104,-0.915734075798992,-0.987609760793002,-0.839551305866149,-1.24657400858256,-0.65177417969326,-0.0543841592701765,-0.507651652223991,-0.810726718021641,-0.419910810529064,-0.433364387654032,-0.369433674692955,-1.30289815249913,-1.50930792127853,-0.924908080330748,-1.08651055413694,-0.986254901764881,-1.42733445721651,-0.607335652939099,-0.340979650910069,-0.611098979113577,-0.940498082395291,-0.68627352018859,-1.29604179432546,-1.26095645879112,-0.887350354599529,-1.08554491217969,-0.949913468496261,-1.11380072011367,-0.859246774084809,-1.22997943183489,-1.21009160325397,-0.868644710660254,-0.758255075742338,-1.2375054690469,-1.36765563350535,-0.888571572349768,-0.979856021609757,-0.764595743989929,-0.898489691263349,1.14006654396301,1.09402798680208,-1.16426688033264,-1.26087892431489,-1.19365405884949,-1.15320303579484
17,-0.973380768229661,-1.20089848527812,-0.867065558186468,-0.925768994870686,-0.86227794791833,-1.16074448376825,-0.590453827930266,0.287999152463005,-0.137184494056217,-0.785969822409581,-0.451395198765866,-0.52239511452021,-0.257580132653908,-1.03553840945739,-1.97129919949056,-0.874739976042021,-0.993383587982092,-0.802022786042645,-1.27978115299078,-0.792657987855002,0.072238104888766,-0.392874038613087,-0.870845029402888,-0.567702996541094,-1.40468218103874,-1.24709691756452,-0.913652440955767,-1.04624921288228,-1.02744026971102,-1.137348225477,-1.06104888014465,-1.15873621445763,-1.13576877666186,-0.939783811561678,-0.707425573833247,-1.14246488727643,-1.35891476679459,-1.00736887512811,-0.970370841948936,-0.96180613460949,-0.967173532438717,0.713063122655982,0.180241350849372,-1.2134859752904,-1.24024215833796,-1.27206673184379,-0.568378868702172
18,-0.952224552021786,-1.18584415063236,-0.779271569347775,-0.916735991426054,-1.19204181693471,-1.23546219154019,-0.483580967369378,0.0388209477244882,-0.307646071474309,-0.882724196847942,-0.476367266582626,-0.598793084576914,-0.319791935348927,-0.531516199704103,-1.3795811397103,-0.779623453196539,-1.1531616326684,-0.809567837697903,-1.54458961036836,-0.558413748507481,-0.159963715432932,-0.848710596161233,-0.879979469738198,-0.469608574631843,-1.49220358429944,-1.05941896128396,-0.909714159761071,-1.03512069055119,-0.980961213372625,-1.0908046859428,-0.963740798393134,-1.11725821798932,-1.12339716870139,-1.04074564256375,-0.59781579546743,-1.24291956070729,-1.36327474263602,-0.884667531440234,-1.00609883290199,-0.944345675446113,-0.929407293173195,0.835282640832931,0.244915294723801,-1.15894434770976,-1.20767688563493,-1.15772346033895,-1.10602557000338
19,-0.93017352143748,-1.16983664462364,-0.972837701791982,-1.63117639110294,-1.18821663521443,-1.21971649310221,-0.384952362006069,0.204842473838065,-0.146524020587253,-0.824999337435759,-0.342406503517151,-0.446093615965419,-0.310056976689934,-0.954993362832702,-1.25287047890646,-0.827055044531644,-1.06326627038973,-0.709590847443554,-1.55440450468056,-0.651234265361517,-0.138282269765772,-0.526275731779452,-0.79221071239794,-0.378947579804093,-1.43334934622944,-1.07320538041419,-0.851244738940004,-1.01954136566475,-0.955647714232028,-1.04717574994869,-0.990769228042095,-1.19092455216199,-1.1107651594776,-0.912159114922117,-0.697952757790605,-1.03299060617206,-1.36709012513394,-0.850143030925863,-0.926247931270963,-0.894301535612884,-1.02392987429542,1.88005465177758,0.529414719497578,-1.15552880764398,-1.01436218608664,-1.15784693483996,-0.951808283827522
20,-0.907246647434418,-1.15289534248187,-1.04159171421272,-0.503879974288172,-0.952259267821897,-1.21613568065056,-0.427055481455963,0.322558729613014,0.0206186659741878,-0.71147472628748,-0.25698263911707,-0.337404328234224,-0.268519235128828,-0.807712884278663,-1.46672103034929,-0.600820588945347,-1.22662738706616,-0.552248264546337,-1.41008259109173,-0.627735030962252,-0.380506586421311,-0.848841213803039,-0.587759152068158,-0.382854658949311,-1.294645831798,-0.982792389982918,-0.774869823028188,-0.951949791944188,-1.0566563915593,-1.08930334220266,-0.961555823102786,-1.09952151717519,-1.09789167695884,-0.975453730774533,-0.587082352888393,-1.16671027409056,-1.28898032995687,-1.02369184617685,-0.729228621001744,-0.901219966827137,-1.03873477891334,2.17331044779466,1.55185006645185,-1.15162661073676,-1.02673809146568,-1.07807610772136,-1.14573159647349
21,-0.883462900970267,-1.13503961943695,-1.04437984080785,-1.01646368259494,-0.994572723559154,-1.03275864714877,-0.711041219410025,0.00457886355940292,-0.0847706679003604,-0.821782133875362,-0.54220456618924,-0.374499001680275,-0.285162510520118,-0.878270534249473,-1.18572421025497,-0.549033375051467,-1.09653194082544,-1.02956757119584,-1.27750640629284,-0.530977079228121,-0.0234197580438538,-0.457349157569399,-0.684150093425656,-0.271169623266138,-1.39682614591959,-1.04551554582961,-0.674610961270255,-0.950494334418279,-0.959357050843791,-1.08821475843161,-1.14227228319877,-1.14647721934833,-1.08479564911346,-0.985592932797655,-0.580784693920394,-1.17382019429665,-1.37305538576967,-0.758181025266401,-1.12144230397959,-0.901065881105704,-1.02711007425685,0.576236990361286,1.51714024371302,-1.14724990123419,-0.931113215879045,-1.12588935960363,-1.01939673314538
22,-0.858841253002703,-1.11628885071879,-1.01577129062215,-1.06985949510251,-1.16589830196523,-1.07172385312297,-0.502691799153576,0.0324675975025807,-0.100788402447446,-0.793627055208515,-0.281401069432731,-0.462662464953544,-0.34740035532816,-0.707026844349309,-1.3560160610601,-0.446661921821846,-1.15262340605987,-1.06776361686219,-1.27940211522661,-0.508214373940718,-0.147140052208549,-0.794222207613184,-0.589574304106973,-0.276329761225434,-1.22492487502968,-1.33304047154679,-0.706857483558067,-0.967833481346311,-0.961171721681763,-1.08691333441808,-0.899366286120522,-1.05088941773285,-1.07149600390984,-0.780833047401449,-0.57382837310613,-1.18042749264483,-1.37518940174271,-1.1266369888426,-0.698584949878121,-1.00129777025277,-0.861699594783968,0.996838604030769,-1.68706908912032,-1.14241082338236,-0.990611039474767,-1.11541854365564,-1.00033665455234
23,-0.833400674489393,-1.09666241155727,-1.01010789895632,-0.816599882185459,-1.0284444183408,-1.19083588821072,-0.444793773532224,0.00952608742190208,-0.473343788663276,-0.745993907728303,-0.570619280597011,-0.497598878202087,-0.371220923625009,-0.872631953500969,-1.75893974560119,-0.642996136396316,-1.26824579184994,-0.984277887509921,-1.4720764916803,-0.633856077235151,-0.05378657696502,-0.737677704520141,-0.620176836601104,-0.424422518034202,-1.23769217780372,-1.25848667487961,-0.940320433096898,-1.23966559247378,-0.962957083405893,-1.08540839593071,-0.990843362503944,-1.0281910529695,-1.05801166931632,-0.969113593958453,-0.617423556615008,-1.18652215863995,-1.37674710004267,-0.971920085317874,-0.750208580656377,-1.06936204789673,-0.832111231409383,0.00274940359013804,-0.950880263227569,-1.13712152142736,-0.76028203016271,-1.17403131074044,-0.918117533831966
24,-0.80716013638801,-1.07617967718231,-1.04249217981174,-1.0128589288631,-1.13081762327116,-1.13060495442619,-0.685276299751759,-0.402726090606961,-0.431323307485242,-1.02823649505696,-0.549563249304482,-0.578713664810698,-0.567698701494447,-0.817964911781255,-1.71435707603216,-0.77199904066337,-1.20124277547857,-1.03897425220533,-1.36283042522143,-0.644695099280961,-0.256056572667382,-0.5988868743085,-0.863986944294315,-0.356292547475507,-1.3139316041504,-1.17945103087383,-0.960487031050289,-0.99506295735428,-0.964711152914752,-1.08370926873811,-0.934034433656298,-1.0626111585643,-1.04436157330127,-1.09791099783626,-0.577281852512808,-1.19209418178685,-1.37772054958717,-0.994829608953914,-1.19236807428201,-1.03167015489533,-1.01361020756561,0.561612958565395,-0.666402660191799,-1.13139413961528,-0.759563875110758,-1.2299785639324,-1.01757440014242
25,-0.780138609656226,-1.0548600228238,-1.07645077781471,-0.723887876654608,-1.14451166874947,-1.09966992309788,-0.581304080632381,-0.249621396187598,-0.323314184099911,-0.910105703562899,-0.598834618364121,-0.452589875906712,-0.435907219546039,-0.769276868263617,-1.57726424738211,-0.650318794865826,-1.13165608783424,-1.12974402354373,-1.34107882700744,-0.64802741664806,-0.222712864968527,-0.746567148991403,-0.717858560138506,-0.348306287656134,-1.29495481627431,-1.21336300566932,-0.831921892693998,-0.790843246438091,-0.966431947106912,-1.10651373205876,-0.945738169881547,-1.09246916352822,-1.03056464383305,-0.791759413072128,-0.570428700679844,-1.19713355159037,-1.37810181929383,-0.804217531380897,-0.806337077314336,-1.0533988505319,-1.00516753016506,-0.705203372993628,0.0921559239091896,-1.1252408221922,-1.0858252598695,-1.04989701788845,-0.989443504777146
26,-0.75235506525171,-1.03272282371165,-1.05287286721103,-1.21933537598208,-1.10630413540603,-1.03635282443173,-0.621963409301283,-0.257399481322635,-0.223547832301196,-0.926738585939205,-0.553774233678385,-0.59629904945538,-0.646945338999337,-1.36226061546516,-1.7470655586506,-0.818082158277987,-1.15849628527741,-0.969277049700861,-1.33631716853646,-0.399332358675933,-0.240017633843296,0.222482955206996,-0.738713896637888,-0.270133547712074,-1.29068141341294,-1.12314882960929,-0.70310359972947,-0.859403753699374,-0.968117482880945,-1.1256637586657,-0.977250673508509,-1.13051346259567,-1.01663980888002,-0.848846273950942,-0.525052247296299,-1.20163025755536,-1.37788297808024,-0.888744878411932,-0.605401244168158,-1.02218372375105,-0.933856297389285,-0.411834600426236,-0.0299841886853832,-1.11867371340421,-1.08979764162388,-1.10777560554625,-0.925905651026441
27,-0.723828474132133,-1.00978745507575,-1.04367589445199,-1.12590361984975,-0.98694866991609,-1.03409846163203,-0.426960985002551,-0.192780541655799,-0.2220794476042,-0.886321092009683,-0.720832555281119,-0.60957989192278,-0.477158610269395,-1.06807294283401,-1.26593795705749,-0.947229689235377,-1.11293021988744,-1.04894750407884,-1.11772032972752,-0.56469136733459,0.0474030605448687,0.0550000447390829,-0.56024620403352,-0.0631887698415419,-1.21654778395662,-1.03091415091821,-0.639951414509195,-0.691486625903427,-1.00275820470634,-1.12121146362758,-1.00467501039421,-1.16050247965871,-1.00260599641053,-1.01771155623039,-0.485294562211358,-1.20557428918666,-1.49391632528136,-0.990233377607645,-0.697383144706646,-0.947376167542076,-0.919164936752148,-1.01721916507249,-0.181260334702486,-1.14146117826833,-0.925350166764761,-1.05447007595632,-0.833088873228091
28,-0.694577807255168,-0.986073292146009,-1.062018651981,-0.956156731443027,-1.03387131118463,-1.07875490789418,-0.522243131084007,-0.012050524729183,-0.40757031982728,-0.970130678596643,-0.515739317518067,-0.479934714918065,-0.534086220740472,-1.28065011031893,-1.43788029321098,-0.83149529622856,-1.03660416151587,-1.07618000333384,-1.36295465091224,-0.427834537163,0.540469356457276,0.318401183950768,-0.661804982568794,-0.122415005028672,-1.17027304979361,-1.03744386193609,-0.520607821938964,-0.663533136578511,-0.979094981722736,-1.13624967876718,-0.752334344832568,-1.11497542106376,-0.98848213439295,-0.945251463387175,-0.516661006903306,-1.20895563598911,-1.38553155488294,-0.531586147389967,-0.660646130141341,-1.02040670325379,-0.85418835736617,-1.23436583482238,0.0399960819441219,-1.09268088503209,-0.837245676636177,-0.937638323220524,-0.785790294449833
29,-0.664622035578487,-0.961599710152326,-1.0555000865743,-1.0415364160459,-0.992848827154485,-1.09512350043628,-0.56621899075873,-0.0207448346959963,-0.134894935508077,-0.922207723555213,-0.555655358767307,-0.303931032887015,-0.297122719643156,-0.574422897311671,-1.48184611842624,-0.522772980363962,-0.976766068648099,-0.78208342594891,-0.998075435858541,-0.615890384621991,0.358384176644308,0.554031116586235,-0.285760426284024,0.151443197624986,-1.22620482973848,-1.02099132623848,-0.359176094685241,-0.471299966001122,-1.00092957293557,-1.09320930972829,-0.836776258096606,-1.05469452644397,-0.974287150795635,-0.844871029367208,-0.504295281892348,-1.21176428746756,-1.21628221693791,-1.05637475875515,-0.747064680703459,-0.824966668416419,-0.795858159707297,-0.571709987147007,-0.297227928490599,-1.0347789470843,-0.709821927442949,-1.11114466381965,-0.826760790594955
30,-0.633980130059759,-0.9363860843246,-1.04202663375739,-1.67452835291817,-0.9792958601626,-1.00459697219515,-0.353567986176513,-0.0259947627434922,-0.13076847820333,-0.888561273553463,-0.396973634265941,-0.346565146692463,-0.408903111546484,-0.750808585452976,-1.34602284721629,-0.662066910565876,-0.957735982563435,-0.954054744982908,-1.32154118558174,-0.518507382545928,0.543433263576149,0.468648631755094,-0.498280129277382,-0.33719161628741,-1.21074415497087,-1.01802258021899,-0.632924499248079,-0.742363664604432,-0.954898884925165,-1.08295347119753,-0.719133080229241,-1.05736155869928,-0.960039973586946,-0.864434355450877,-0.436524398724138,-1.21399023312684,-1.28083788146118,-0.72170561184973,-0.843698887746769,-0.923566071482828,-0.791142717012415,-0.240260675496996,0.24057683119321,-0.957898383203041,-0.6537556320985,-1.03435793046488,-0.969214291520358
31,-0.602671061656655,-0.910451789892733,-0.754236666801582,-0.272972095068686,-0.766520971444287,-0.996934463944239,0.0458083849902849,0.226672563539887,-0.359557476064859,-0.767037518629574,-0.424913064706956,-0.174497678576097,-0.45757765734717,-0.908438245153322,-1.18181127515332,-0.650985734392601,-0.977620678497772,-0.825150544130988,-1.14607558513696,-0.557440256515535,0.807410554537522,0.131626081264771,-0.410192060111677,-0.231800392594713,-1.05922112239352,-0.999893280914557,-0.526553823396033,-0.61749815317507,-0.910643473883055,-1.11563008899297,-0.83484797488247,-1.19648668893911,-0.945759530735241,-0.758275591322246,-0.529604574009558,-1.49165979703704,-1.3604015711315,-0.924454723836874,-0.741831590409241,-0.976858694628761,-0.943520514681807,-0.860123056260104,-0.188812248337323,-0.957328979370528,-0.598745900297971,-0.794744558090615,-0.866819175600794
